method,entropy,packet_length,sqli_keywords,number_of_special_chars,url_length,query_param_count,query_param_length,path_depth,is_sql_injection
POST,3.7614457889184743,0,7,13,39,0,0,1,True
POST,4.127569435189147,0,5,8,39,0,0,1,True
POST,4.528841303922397,0,9,11,39,0,0,1,True
POST,4.473839397179405,0,9,11,39,0,0,1,True
POST,4.40974237418643,0,7,9,39,0,0,1,True
POST,4.40974237418643,0,7,9,36,0,0,1,True
POST,4.190615619876376,0,7,9,39,0,0,1,True
POST,4.190615619876376,0,7,9,36,0,0,1,True
POST,4.329099659325983,0,6,7,39,0,0,1,True
POST,4.329099659325983,0,6,7,36,0,0,1,True
POST,4.342824886638046,0,6,7,39,0,0,1,True
POST,4.342824886638046,0,6,7,36,0,0,1,True
POST,4.057855988582063,0,2,4,39,0,0,1,True
POST,4.057855988582063,0,2,4,36,0,0,1,True
POST,3.9552918860179607,0,2,4,39,0,0,1,True
POST,3.9552918860179607,0,2,4,36,0,0,1,True
POST,4.241089815628948,0,3,6,39,0,0,1,True
POST,4.241089815628948,0,3,6,36,0,0,1,True
POST,4.249014336859389,0,3,6,39,0,0,1,True
POST,4.249014336859389,0,3,6,36,0,0,1,True
POST,4.707812990110175,0,19,12,39,0,0,1,True
POST,4.707812990110175,0,19,12,36,0,0,1,True
POST,4.75331591772142,0,19,12,39,0,0,1,True
POST,4.75331591772142,0,19,12,36,0,0,1,True
POST,4.745311085479344,0,23,16,39,0,0,1,True
POST,4.745311085479344,0,23,16,36,0,0,1,True
POST,4.252453066090017,0,5,7,39,0,0,1,True
POST,3.930791756463185,0,5,7,39,0,0,1,True
POST,4.1898860782540055,0,4,6,39,0,0,1,True
POST,4.1898860782540055,0,4,6,36,0,0,1,True
POST,3.860379370831397,0,4,6,39,0,0,1,True
POST,3.860379370831397,0,4,6,36,0,0,1,True
POST,4.122693700152457,0,4,6,39,0,0,1,True
POST,4.122693700152457,0,4,6,36,0,0,1,True
POST,3.860379370831397,0,4,6,39,0,0,1,True
POST,3.860379370831397,0,4,6,36,0,0,1,True
POST,4.312908871424721,0,6,8,39,0,0,1,True
POST,3.952216429463629,0,6,8,39,0,0,1,True
POST,4.308768198567054,0,7,9,39,0,0,1,True
POST,3.9562733121050786,0,7,9,39,0,0,1,True
POST,4.252453066090017,0,5,7,39,0,0,1,True
POST,4.252453066090017,0,5,7,36,0,0,1,True
POST,3.930791756463185,0,5,7,39,0,0,1,True
POST,3.930791756463185,0,5,7,36,0,0,1,True
POST,4.3000721137090645,0,5,7,39,0,0,1,True
POST,4.3000721137090645,0,5,7,36,0,0,1,True
POST,3.930791756463185,0,5,7,39,0,0,1,True
POST,3.930791756463185,0,5,7,36,0,0,1,True
POST,4.20233009230464,0,6,8,39,0,0,1,True
POST,4.20233009230464,0,6,8,36,0,0,1,True
POST,3.952216429463629,0,6,8,39,0,0,1,True
POST,3.952216429463629,0,6,8,36,0,0,1,True
POST,4.263313653112509,0,7,9,39,0,0,1,True
POST,4.263313653112509,0,7,9,36,0,0,1,True
POST,3.9562733121050786,0,7,9,39,0,0,1,True
POST,3.9562733121050786,0,7,9,36,0,0,1,True
POST,4.739315265240144,0,9,9,39,0,0,1,True
POST,4.534310228023583,0,9,9,39,0,0,1,True
POST,4.717125900792044,0,9,9,39,0,0,1,True
POST,4.717125900792044,0,9,9,36,0,0,1,True
POST,4.416397772353581,0,9,9,39,0,0,1,True
POST,4.416397772353581,0,9,9,36,0,0,1,True
POST,4.5216139153581825,0,8,8,39,0,0,1,True
POST,4.527137066518793,0,8,8,39,0,0,1,True
POST,4.750695968066724,0,8,8,39,0,0,1,True
POST,4.750695968066724,0,8,8,36,0,0,1,True
POST,4.4953209230322795,0,8,8,39,0,0,1,True
POST,4.4953209230322795,0,8,8,36,0,0,1,True
POST,4.5649858492708315,0,5,7,39,0,0,1,True
POST,4.366541452644505,0,5,7,39,0,0,1,True
POST,4.1898860782540055,0,4,6,39,0,0,1,True
POST,4.1898860782540055,0,4,6,36,0,0,1,True
POST,3.860379370831397,0,4,6,39,0,0,1,True
POST,3.860379370831397,0,4,6,36,0,0,1,True
POST,4.186860506514696,0,5,7,39,0,0,1,True
POST,4.186860506514696,0,5,7,36,0,0,1,True
POST,3.8831727088441372,0,5,7,39,0,0,1,True
POST,3.8831727088441372,0,5,7,36,0,0,1,True
POST,4.184774568998513,0,6,8,39,0,0,1,True
POST,4.184774568998513,0,6,8,36,0,0,1,True
POST,3.888149278250525,0,6,8,39,0,0,1,True
POST,3.888149278250525,0,6,8,36,0,0,1,True
POST,4.056198332810095,0,3,5,39,0,0,1,True
POST,4.056198332810095,0,3,5,36,0,0,1,True
POST,3.7873261452560087,0,3,5,39,0,0,1,True
POST,3.7873261452560087,0,3,5,36,0,0,1,True
POST,4.6329014603270675,0,8,8,39,0,0,1,True
POST,4.6329014603270675,0,8,8,36,0,0,1,True
POST,4.456956241583196,0,8,8,39,0,0,1,True
POST,4.456956241583196,0,8,8,36,0,0,1,True
POST,4.560282237033726,0,7,7,39,0,0,1,True
POST,4.560282237033726,0,7,7,36,0,0,1,True
POST,4.462612767101468,0,7,7,39,0,0,1,True
POST,4.462612767101468,0,7,7,36,0,0,1,True
POST,4.53684961099058,0,5,7,39,0,0,1,True
POST,4.53684961099058,0,5,7,36,0,0,1,True
POST,4.234303777695202,0,5,7,39,0,0,1,True
POST,4.234303777695202,0,5,7,36,0,0,1,True
POST,4.489289995381811,0,6,8,39,0,0,1,True
POST,4.489289995381811,0,6,8,36,0,0,1,True
POST,4.35592210756268,0,6,8,39,0,0,1,True
POST,4.35592210756268,0,6,8,36,0,0,1,True
POST,3.8035088547976783,0,1,4,39,0,0,1,True
POST,3.8035088547976783,0,1,4,36,0,0,1,True
POST,4.434183719779189,0,6,8,39,0,0,1,True
POST,4.415311532225102,0,6,8,39,0,0,1,True
POST,4.252974975106084,0,5,7,39,0,0,1,True
POST,4.252974975106084,0,5,7,36,0,0,1,True
POST,4.406821128952238,0,5,7,39,0,0,1,True
POST,4.304257026388136,0,5,7,39,0,0,1,True
POST,4.304257026388136,0,5,7,36,0,0,1,True
POST,4.594456406111019,0,3,6,39,0,0,1,True
POST,4.458103180234289,0,5,7,39,0,0,1,True
POST,4.458103180234289,0,5,7,36,0,0,1,True
POST,4.4261772187513015,0,5,7,39,0,0,1,True
POST,4.4261772187513015,0,5,7,36,0,0,1,True
POST,4.454636150748477,0,7,9,39,0,0,1,True
POST,4.473048041045147,0,7,9,39,0,0,1,True
POST,4.433634982148036,0,8,10,39,0,0,1,True
POST,4.386015934528989,0,8,10,39,0,0,1,True
POST,4.484183719779189,0,6,8,39,0,0,1,True
POST,4.484183719779189,0,6,8,36,0,0,1,True
POST,4.396439344671016,0,6,8,39,0,0,1,True
POST,4.343942707918269,0,6,8,39,0,0,1,True
POST,4.343942707918269,0,6,8,36,0,0,1,True
POST,4.649114684439284,0,4,7,39,0,0,1,True
POST,4.515311532225103,0,6,8,39,0,0,1,True
POST,4.515311532225103,0,6,8,36,0,0,1,True
POST,4.415311532225102,0,6,8,39,0,0,1,True
POST,4.415311532225102,0,6,8,36,0,0,1,True
POST,4.405855662943599,0,7,9,39,0,0,1,True
POST,4.405855662943599,0,7,9,36,0,0,1,True
POST,4.405855662943599,0,7,9,39,0,0,1,True
POST,4.405855662943599,0,7,9,36,0,0,1,True
POST,4.46328051781081,0,8,10,39,0,0,1,True
POST,4.46328051781081,0,8,10,36,0,0,1,True
POST,4.39768795823549,0,8,10,39,0,0,1,True
POST,4.39768795823549,0,8,10,36,0,0,1,True
POST,4.790997043531412,0,10,10,39,0,0,1,True
POST,4.887376466708187,0,10,10,39,0,0,1,True
POST,4.837451659049164,0,10,10,39,0,0,1,True
POST,4.837451659049164,0,10,10,36,0,0,1,True
POST,4.770305074793775,0,10,10,39,0,0,1,True
POST,4.770305074793775,0,10,10,36,0,0,1,True
POST,4.790873781480403,0,9,9,39,0,0,1,True
POST,4.591578664259099,0,9,9,39,0,0,1,True
POST,4.804229296672175,0,9,9,39,0,0,1,True
POST,4.804229296672175,0,9,9,36,0,0,1,True
POST,4.847274413893479,0,9,9,39,0,0,1,True
POST,4.847274413893479,0,9,9,36,0,0,1,True
POST,4.406821128952238,0,5,7,39,0,0,1,True
POST,4.406821128952238,0,5,7,36,0,0,1,True
POST,4.3361829878711236,0,5,7,39,0,0,1,True
POST,4.3361829878711236,0,5,7,36,0,0,1,True
POST,4.396439344671016,0,6,8,39,0,0,1,True
POST,4.396439344671016,0,6,8,36,0,0,1,True
POST,4.3341837197791895,0,6,8,39,0,0,1,True
POST,4.3341837197791895,0,6,8,36,0,0,1,True
POST,4.503416638553355,0,7,9,39,0,0,1,True
POST,4.503416638553355,0,7,9,36,0,0,1,True
POST,4.271470906740503,0,7,9,39,0,0,1,True
POST,4.271470906740503,0,7,9,36,0,0,1,True
POST,4.346225868535943,0,4,6,39,0,0,1,True
POST,4.346225868535943,0,4,6,36,0,0,1,True
POST,4.346225868535943,0,4,6,39,0,0,1,True
POST,4.346225868535943,0,4,6,36,0,0,1,True
POST,4.715018266288633,0,9,9,39,0,0,1,True
POST,4.715018266288633,0,9,9,36,0,0,1,True
POST,4.689464015923012,0,9,9,39,0,0,1,True
POST,4.689464015923012,0,9,9,36,0,0,1,True
POST,4.7489612253212785,0,8,8,39,0,0,1,True
POST,4.7489612253212785,0,8,8,36,0,0,1,True
POST,4.653723130083184,0,8,8,39,0,0,1,True
POST,4.653723130083184,0,8,8,36,0,0,1,True
POST,4.305540252212916,0,5,7,39,0,0,1,True
POST,4.233426641149882,0,5,7,39,0,0,1,True
POST,4.126950016748872,0,4,6,39,0,0,1,True
POST,4.172404562203418,0,4,6,39,0,0,1,True
POST,4.172404562203418,0,4,6,36,0,0,1,True
POST,4.2007025735178845,0,4,6,39,0,0,1,True
POST,5.011298617119383,0,33,33,39,0,0,1,True
POST,4.9694938843723,0,33,33,39,0,0,1,True
POST,5.0562494274961365,0,26,27,39,0,0,1,True
POST,5.0562494274961365,0,26,27,36,0,0,1,True
POST,5.020283402839835,0,26,27,39,0,0,1,True
POST,5.089441836446775,0,18,22,39,0,0,1,True
POST,4.5579717644257185,0,13,15,39,0,0,1,True
POST,4.5579717644257185,0,13,15,36,0,0,1,True
POST,4.2374411389168944,0,7,8,39,0,0,1,True
POST,4.449007487405744,0,7,9,39,0,0,1,True
POST,4.625473808877476,0,15,15,39,0,0,1,True
POST,4.766653300891515,0,15,16,39,0,0,1,True
POST,4.910999957023232,0,11,11,39,0,0,1,True
POST,5.078409691329295,0,11,12,39,0,0,1,True
POST,4.871394476074932,0,14,14,39,0,0,1,True
POST,4.871394476074932,0,14,14,36,0,0,1,True
POST,4.871394476074932,0,14,14,39,0,0,1,True
POST,4.871394476074932,0,14,14,36,0,0,1,True
POST,4.871394476074932,0,14,14,39,0,0,1,True
POST,4.871394476074932,0,14,14,36,0,0,1,True
POST,4.0407090139455,0,3,5,39,0,0,1,True
POST,4.0407090139455,0,3,5,36,0,0,1,True
POST,4.238666566058884,0,3,5,39,0,0,1,True
POST,4.109138039864114,0,3,5,39,0,0,1,True
POST,4.0407090139455,0,3,5,39,0,0,1,True
POST,4.0407090139455,0,3,5,36,0,0,1,True
POST,4.0407090139455,0,3,5,39,0,0,1,True
POST,4.0407090139455,0,3,5,36,0,0,1,True
POST,4.0407090139455,0,3,5,39,0,0,1,True
POST,4.670939867097162,0,17,16,39,0,0,1,True
POST,4.576109950519344,0,32,27,39,0,0,1,True
POST,3.7398775745709467,0,4,13,39,0,0,1,True
POST,4.184482757226366,0,5,8,39,0,0,1,True
POST,4.4060427870099135,0,9,11,39,0,0,1,True
POST,4.4060427870099135,0,9,11,39,0,0,1,True
POST,4.479917812782921,0,7,9,39,0,0,1,True
POST,4.479917812782921,0,7,9,36,0,0,1,True
POST,4.304479216291694,0,7,9,39,0,0,1,True
POST,4.304479216291694,0,7,9,36,0,0,1,True
POST,4.3654632956896195,0,6,7,39,0,0,1,True
POST,4.3654632956896195,0,6,7,36,0,0,1,True
POST,4.342824886638046,0,6,7,39,0,0,1,True
POST,4.342824886638046,0,6,7,36,0,0,1,True
POST,4.109138039864114,0,2,4,39,0,0,1,True
POST,4.109138039864114,0,2,4,36,0,0,1,True
POST,3.852727783453858,0,2,4,39,0,0,1,True
POST,3.852727783453858,0,2,4,36,0,0,1,True
POST,4.379449119468085,0,3,6,39,0,0,1,True
POST,4.379449119468085,0,3,6,36,0,0,1,True
POST,4.162057815120259,0,3,6,39,0,0,1,True
POST,4.162057815120259,0,3,6,36,0,0,1,True
POST,4.6857857610690035,0,19,12,39,0,0,1,True
POST,4.6857857610690035,0,19,12,36,0,0,1,True
POST,4.742813259569654,0,19,12,39,0,0,1,True
POST,4.742813259569654,0,19,12,36,0,0,1,True
POST,4.82469013391801,0,23,16,39,0,0,1,True
POST,4.82469013391801,0,23,16,36,0,0,1,True
POST,4.186860506514696,0,5,7,39,0,0,1,True
POST,4.061976875613826,0,5,7,39,0,0,1,True
POST,4.238666566058884,0,4,6,39,0,0,1,True
POST,4.238666566058884,0,4,6,36,0,0,1,True
POST,3.994764127034493,0,4,6,39,0,0,1,True
POST,3.994764127034493,0,4,6,36,0,0,1,True
POST,4.1898860782540055,0,4,6,39,0,0,1,True
POST,4.1898860782540055,0,4,6,36,0,0,1,True
POST,3.994764127034493,0,4,6,39,0,0,1,True
POST,3.994764127034493,0,4,6,36,0,0,1,True
POST,4.266397243517744,0,6,8,39,0,0,1,True
POST,4.080350731889837,0,6,8,39,0,0,1,True
POST,4.217859107657963,0,7,9,39,0,0,1,True
POST,4.081495471294327,0,7,9,39,0,0,1,True
POST,4.109595923232874,0,5,7,39,0,0,1,True
POST,4.109595923232874,0,5,7,36,0,0,1,True
POST,4.061976875613826,0,5,7,39,0,0,1,True
POST,4.061976875613826,0,5,7,36,0,0,1,True
POST,4.252453066090017,0,5,7,39,0,0,1,True
POST,4.252453066090017,0,5,7,36,0,0,1,True
POST,4.061976875613826,0,5,7,39,0,0,1,True
POST,4.061976875613826,0,5,7,36,0,0,1,True
POST,4.312908871424721,0,6,8,39,0,0,1,True
POST,4.312908871424721,0,6,8,36,0,0,1,True
POST,4.080350731889837,0,6,8,39,0,0,1,True
POST,4.080350731889837,0,6,8,36,0,0,1,True
POST,4.172404562203418,0,7,9,39,0,0,1,True
POST,4.172404562203418,0,7,9,36,0,0,1,True
POST,4.081495471294327,0,7,9,39,0,0,1,True
POST,4.081495471294327,0,7,9,36,0,0,1,True
POST,4.707973989566862,0,9,9,39,0,0,1,True
POST,4.392373287660495,0,9,9,39,0,0,1,True
POST,4.67961377270283,0,9,9,39,0,0,1,True
POST,4.67961377270283,0,9,9,36,0,0,1,True
POST,4.599837982136466,0,9,9,39,0,0,1,True
POST,4.599837982136466,0,9,9,36,0,0,1,True
POST,4.703432097176364,0,8,8,39,0,0,1,True
POST,4.475471770545807,0,8,8,39,0,0,1,True
POST,4.595170778574445,0,8,8,39,0,0,1,True
POST,4.595170778574445,0,8,8,36,0,0,1,True
POST,4.678652218033944,0,8,8,39,0,0,1,True
POST,4.678652218033944,0,8,8,36,0,0,1,True
POST,4.599468607891521,0,5,7,39,0,0,1,True
POST,4.461537573408762,0,5,7,39,0,0,1,True
POST,4.073913212347579,0,4,6,39,0,0,1,True
POST,4.073913212347579,0,4,6,36,0,0,1,True
POST,3.994764127034493,0,4,6,39,0,0,1,True
POST,3.994764127034493,0,4,6,36,0,0,1,True
POST,4.20483401847097,0,5,7,39,0,0,1,True
POST,4.20483401847097,0,5,7,36,0,0,1,True
POST,4.014357827994779,0,5,7,39,0,0,1,True
POST,4.014357827994779,0,5,7,36,0,0,1,True
POST,4.20233009230464,0,6,8,39,0,0,1,True
POST,4.20233009230464,0,6,8,36,0,0,1,True
POST,4.016283580676733,0,6,8,39,0,0,1,True
POST,4.016283580676733,0,6,8,36,0,0,1,True
POST,4.125070520364182,0,3,5,39,0,0,1,True
POST,4.125070520364182,0,3,5,36,0,0,1,True
POST,3.9250705203641822,0,3,5,39,0,0,1,True
POST,3.9250705203641822,0,3,5,36,0,0,1,True
POST,4.7089552483369745,0,8,8,39,0,0,1,True
POST,4.7089552483369745,0,8,8,36,0,0,1,True
POST,4.6066084680011645,0,8,8,39,0,0,1,True
POST,4.6066084680011645,0,8,8,36,0,0,1,True
POST,4.648764543564696,0,7,7,39,0,0,1,True
POST,4.648764543564696,0,7,7,36,0,0,1,True
POST,4.535764882519367,0,7,7,39,0,0,1,True
POST,4.535764882519367,0,7,7,36,0,0,1,True
POST,4.355015786839697,0,5,7,39,0,0,1,True
POST,4.355015786839697,0,5,7,36,0,0,1,True
POST,4.444830093484676,0,5,7,39,0,0,1,True
POST,4.444830093484676,0,5,7,36,0,0,1,True
POST,4.53678805576394,0,6,8,39,0,0,1,True
POST,4.53678805576394,0,6,8,36,0,0,1,True
POST,4.493853142045438,0,6,8,39,0,0,1,True
POST,4.493853142045438,0,6,8,36,0,0,1,True
POST,3.8279097821439696,0,1,4,39,0,0,1,True
POST,3.8279097821439696,0,1,4,36,0,0,1,True
POST,4.455542527154549,0,6,8,39,0,0,1,True
POST,4.406821128952238,0,6,8,39,0,0,1,True
POST,4.385956789702441,0,5,7,39,0,0,1,True
POST,4.385956789702441,0,5,7,36,0,0,1,True
POST,4.4385883686498095,0,5,7,39,0,0,1,True
POST,4.4713544870139295,0,5,7,39,0,0,1,True
POST,4.4713544870139295,0,5,7,36,0,0,1,True
POST,4.5588138903312005,0,3,6,39,0,0,1,True
POST,4.41872290806656,0,5,7,39,0,0,1,True
POST,4.41872290806656,0,5,7,36,0,0,1,True
POST,4.41872290806656,0,5,7,39,0,0,1,True
POST,4.41872290806656,0,5,7,36,0,0,1,True
POST,4.484183719779189,0,7,9,39,0,0,1,True
POST,4.365311532225102,0,7,9,39,0,0,1,True
POST,4.405855662943599,0,8,10,39,0,0,1,True
POST,4.338663284842051,0,8,10,39,0,0,1,True
POST,4.496815359832416,0,6,8,39,0,0,1,True
POST,4.496815359832416,0,6,8,36,0,0,1,True
POST,4.355539077670187,0,6,8,39,0,0,1,True
POST,4.477459270033353,0,6,8,39,0,0,1,True
POST,4.477459270033353,0,6,8,36,0,0,1,True
POST,4.66891282508841,0,4,7,39,0,0,1,True
POST,4.458103180234289,0,6,8,39,0,0,1,True
POST,4.458103180234289,0,6,8,36,0,0,1,True
POST,4.406821128952238,0,6,8,39,0,0,1,True
POST,4.406821128952238,0,6,8,36,0,0,1,True
POST,4.453055907333276,0,7,9,39,0,0,1,True
POST,4.453055907333276,0,7,9,36,0,0,1,True
POST,4.484183719779189,0,7,9,39,0,0,1,True
POST,4.484183719779189,0,7,9,36,0,0,1,True
POST,4.521828528850025,0,8,10,39,0,0,1,True
POST,4.521828528850025,0,8,10,36,0,0,1,True
POST,4.473048041045147,0,8,10,39,0,0,1,True
POST,4.473048041045147,0,8,10,36,0,0,1,True
POST,4.814464015923012,0,10,10,39,0,0,1,True
POST,4.808364648336087,0,10,10,39,0,0,1,True
POST,4.758969969293428,0,10,10,39,0,0,1,True
POST,4.758969969293428,0,10,10,36,0,0,1,True
POST,4.747828664259099,0,10,10,39,0,0,1,True
POST,4.747828664259099,0,10,10,36,0,0,1,True
POST,4.933241232852022,0,9,9,39,0,0,1,True
POST,4.697451503133397,0,9,9,39,0,0,1,True
POST,4.849985478918109,0,9,9,39,0,0,1,True
POST,4.849985478918109,0,9,9,36,0,0,1,True
POST,4.717215193575247,0,9,9,39,0,0,1,True
POST,4.717215193575247,0,9,9,36,0,0,1,True
POST,4.398857447483311,0,5,7,39,0,0,1,True
POST,4.398857447483311,0,5,7,36,0,0,1,True
POST,4.346225868535943,0,5,7,39,0,0,1,True
POST,4.346225868535943,0,5,7,36,0,0,1,True
POST,4.4261772187513015,0,6,8,39,0,0,1,True
POST,4.4261772187513015,0,6,8,36,0,0,1,True
POST,4.342969205986262,0,6,8,39,0,0,1,True
POST,4.342969205986262,0,6,8,36,0,0,1,True
POST,4.3153115322251026,0,7,9,39,0,0,1,True
POST,4.3153115322251026,0,7,9,36,0,0,1,True
POST,4.415311532225102,0,7,9,39,0,0,1,True
POST,4.415311532225102,0,7,9,36,0,0,1,True
POST,4.465945933079574,0,4,6,39,0,0,1,True
POST,4.465945933079574,0,4,6,36,0,0,1,True
POST,4.208924987016683,0,4,6,39,0,0,1,True
POST,4.208924987016683,0,4,6,36,0,0,1,True
POST,4.833802145447413,0,9,9,39,0,0,1,True
POST,4.833802145447413,0,9,9,36,0,0,1,True
POST,4.774511074121863,0,9,9,39,0,0,1,True
POST,4.774511074121863,0,9,9,36,0,0,1,True
POST,4.71397287507105,0,8,8,39,0,0,1,True
POST,4.71397287507105,0,8,8,36,0,0,1,True
POST,4.8087196973440705,0,8,8,39,0,0,1,True
POST,4.8087196973440705,0,8,8,36,0,0,1,True
POST,4.188982196705438,0,5,7,39,0,0,1,True
POST,4.233426641149882,0,5,7,39,0,0,1,True
POST,4.217859107657963,0,4,6,39,0,0,1,True
POST,4.172404562203418,0,4,6,39,0,0,1,True
POST,4.172404562203418,0,4,6,36,0,0,1,True
POST,4.2007025735178845,0,4,6,39,0,0,1,True
POST,5.020602453520514,0,33,33,39,0,0,1,True
POST,5.004859994579798,0,33,33,39,0,0,1,True
POST,5.013770151955871,0,26,27,39,0,0,1,True
POST,5.013770151955871,0,26,27,36,0,0,1,True
POST,4.9729677320035055,0,26,27,39,0,0,1,True
POST,5.0402010754000015,0,18,22,39,0,0,1,True
POST,4.4909152809993635,0,13,15,39,0,0,1,True
POST,4.4909152809993635,0,13,15,36,0,0,1,True
POST,4.2374411389168944,0,7,8,39,0,0,1,True
POST,4.336563099562337,0,7,9,39,0,0,1,True
POST,4.618046157427884,0,15,15,39,0,0,1,True
POST,4.656123356168826,0,15,16,39,0,0,1,True
POST,4.863737276895115,0,11,11,39,0,0,1,True
POST,5.025076357995962,0,11,12,39,0,0,1,True
POST,4.865189096382868,0,14,14,39,0,0,1,True
POST,4.865189096382868,0,14,14,36,0,0,1,True
POST,4.865189096382868,0,14,14,39,0,0,1,True
POST,4.865189096382868,0,14,14,36,0,0,1,True
POST,4.865189096382868,0,14,14,39,0,0,1,True
POST,4.865189096382868,0,14,14,36,0,0,1,True
POST,4.237486508291452,0,5,5,39,0,0,1,True
POST,4.245150697805497,0,6,6,39,0,0,1,True
POST,4.200297609257072,0,7,7,39,0,0,1,True
POST,4.139883339614043,0,8,8,39,0,0,1,True
POST,4.073939076005297,0,9,9,39,0,0,1,True
POST,4.006968239389335,0,10,10,39,0,0,1,True
POST,3.9411809532742264,0,11,11,39,0,0,1,True
POST,3.877673034082932,0,12,12,39,0,0,1,True
POST,3.816956912865256,0,13,13,39,0,0,1,True
POST,3.75922754003168,0,14,14,39,0,0,1,True
POST,3.704504422943311,0,15,15,39,0,0,1,True
POST,3.6527107653831274,0,16,16,39,0,0,1,True
POST,3.6037188001067295,0,17,17,39,0,0,1,True
POST,3.5573761863514184,0,18,18,39,0,0,1,True
POST,3.5135214723192467,0,19,19,39,0,0,1,True
POST,3.471993098022498,0,20,20,39,0,0,1,True
POST,3.4326345206292643,0,21,21,39,0,0,1,True
POST,3.3952969891979023,0,22,22,39,0,0,1,True
POST,3.3598408894848886,0,23,23,39,0,0,1,True
POST,3.326136222450947,0,24,24,39,0,0,1,True
POST,4.62505543750539,0,17,16,39,0,0,1,True
POST,4.55307460474134,0,32,27,39,0,0,1,True
POST,4.894141288438005,0,30,22,39,0,0,1,True
POST,4.898913498326986,0,30,22,39,0,0,1,True
POST,4.967037655825406,0,29,23,39,0,0,1,True
POST,4.941077782438109,0,29,23,39,0,0,1,True
POST,4.841228412757492,0,29,23,39,0,0,1,True
POST,4.841228412757492,0,29,23,39,0,0,1,True
